0,0.00012872
100,0.00067906
200,0.00061765
300,0.0010071
400,0.0019954
500,0.003118
600,0.0048525
700,0.0066031
800,0.0088711
900,0.012082
1000,0.014708
1100,0.018675
1200,0.025013
1300,0.028535
1400,0.035454
