0,0.0055059
100,0.014222
200,0.024577
300,0.044867
400,0.059057
500,0.0618
600,0.05699
700,0.076258
800,0.080505
900,0.11222
1000,0.12557
1100,0.15076
1200,0.188
1300,0.20442
1400,0.25292
