0,1.6667
100,2.3333
200,7
300,11.667
400,31
500,66.333
600,118.33
700,195.67
800,297.33
900,545
1000,1115.3
1100,2790
1200,3899
1300,5662.7
1400,9164.3
1500,10508
1600,14804
