2,0,7.7716e-16,19.281,1,7.7716e-16
3,0,7.4385e-15,524.06,1,7.4385e-15
4,1.1102e-16,4.4464e-13,15514,2,4.4464e-13
5,4.4409e-16,5.3746e-12,4.7661e+05,2,5.3746e-12
6,2.2204e-16,4.7539e-10,1.4951e+07,3,4.7539e-10
7,2.2204e-16,2.0664e-08,4.7537e+08,3,2.0664e-08
8,2.2204e-16,4.5897e-07,1.5258e+10,4,4.5897e-07
9,2.2204e-16,1.7953e-05,4.9315e+11,4,1.7953e-05
