1,1,0
2,8,0
3,27,0
4,64,0
5,125,0
6,216,0
7,343,0
8,512,0
9,729,0
10,1000,0
11,1331,0
12,1728,0
13,2197,0
14,2744,0
15,3375,1
16,4096,0
17,4913,1
18,5832,0
19,6859,1
20,8000,0
21,9261,0
22,10648,1
23,12167,0
24,13824,1
25,15625,0
26,17576,1
27,19683,1
28,21952,1
29,24389,0
30,27000,0
31,29791,1
32,32768,1
33,35937,0
34,39304,0
35,42875,0
36,46656,1
37,50653,1
38,54872,0
39,59319,1
40,64000,1
41,68921,1
42,74088,1
43,79507,1
44,85184,1
45,91125,1
46,97336,1
47,103823,1
48,110592,2
49,117649,1
50,125000,1
51,132651,1
52,140608,1
53,148877,3
54,157464,2
55,166375,1
56,175616,1
57,185193,2
58,195112,2
59,205379,4
60,216000,1
61,226981,1
62,238328,2
63,250047,1
64,262144,2
65,274625,1
66,287496,1
67,300763,2
68,314432,2
69,328509,4
70,343000,1
71,357911,1
72,373248,1
73,389017,2
74,405224,1
75,421875,2
76,438976,1
77,456533,1
78,474552,1
79,493039,1
80,512000,1
81,531441,1
82,551368,2
83,571787,2
84,592704,2
85,614125,2
86,636056,2
87,658503,2
88,681472,2
89,704969,2
90,729000,3
91,753571,4
92,778688,2
93,804357,2
94,830584,4
95,857375,4
96,884736,3
97,912673,4
98,941192,4
99,970299,3
100,1000000,3
101,1030301,3
102,1061208,3
103,1092727,4
104,1124864,5
105,1157625,6
106,1191016,7
107,1225043,9
108,1259712,7
109,1295029,7
110,1331000,5
111,1367631,4
112,1404928,4
113,1442897,5
114,1481544,4
115,1520875,5
116,1560896,6
117,1601613,5
118,1643032,6
119,1685159,6
120,1728000,5
121,1771561,6
122,1815848,6
123,1860867,6
124,1906624,7
125,1953125,11
126,2000376,11
127,2048383,10
128,2097152,11
129,2146689,11
130,2197000,10
131,2248091,8
132,2299968,8
133,2352637,8
134,2406104,8
135,2460375,8
136,2515456,8
137,2571353,8
138,2628072,9
139,2685619,8
140,2744000,9
141,2803221,9
142,2863288,10
143,2924207,10
144,2985984,10
145,3048625,10
146,3112136,10
147,3176523,10
148,3241792,13
149,3307949,19
150,3375000,18
151,3442951,21
152,3511808,19
153,3581577,20
154,3652264,19
155,3723875,18
156,3796416,13
157,3869893,13
158,3944312,15
159,4019679,13
160,4096000,13
161,4173281,15
162,4251528,14
163,4330747,15
164,4410944,14
165,4492125,15
166,4574296,16
167,4657463,16
168,4741632,17
169,4826809,17
170,4913000,16
171,5000211,16
172,5088448,17
173,5177717,17
174,5268024,18
175,5359375,20
176,5451776,18
177,5545233,19
178,5639752,18
179,5735339,20
180,5832000,20
181,5929741,20
182,6028568,21
183,6128487,24
184,6229504,21
185,6331625,23
186,6434856,21
187,6539203,23
188,6644672,21
189,6751269,25
190,6859000,27
191,6967871,24
192,7077888,25
193,7189057,29
194,7301384,24
195,7414875,28
196,7529536,26
197,7645373,27
198,7762392,25
199,7880599,28
200,8000000,39
201,8120601,29
202,8242408,30
203,8365427,33
204,8489664,33
205,8615125,31
206,8741816,32
207,8869743,32
208,8998912,40
209,9129329,34
210,9261000,31
211,9393931,34
212,9528128,37
213,9663597,33
214,9800344,35
215,9938375,49
216,10077696,37
217,10218313,38
218,10360232,42
219,10503459,38
220,10648000,38
221,10793861,48
222,10941048,41
223,11089567,45
224,11239424,41
225,11390625,43
226,11543176,56
227,11697083,44
228,11852352,55
229,12008989,44
230,12167000,53
231,12326391,46
232,12487168,58
233,12649337,47
234,12812904,63
235,12977875,50
236,13144256,50
237,13312053,59
238,13481272,51
239,13651919,69
240,13824000,61
241,13997521,56
242,14172488,53
243,14348907,66
244,14526784,66
245,14706125,61
246,14886936,61
247,15069223,64
248,15252992,59
249,15438249,65
250,15625000,67
251,15813251,70
252,16003008,72
253,16194277,80
254,16387064,83
255,16581375,72
256,16777216,82
257,16974593,70
258,17173512,74
259,17373979,75
260,17576000,78
261,17779581,79
262,17984728,88
263,18191447,75
264,18399744,86
265,18609625,90
266,18821096,83
267,19034163,88
268,19248832,89
269,19465109,94
270,19683000,96
271,19902511,90
272,20123648,97
273,20346417,102
274,20570824,96
275,20796875,100
276,21024576,101
277,21253933,106
278,21484952,90
279,21717639,95
280,21952000,103
281,22188041,97
282,22425768,100
283,22665187,111
284,22906304,100
285,23149125,113
286,23393656,104
287,23639903,114
288,23887872,104
289,24137569,110
290,24389000,116
291,24642171,112
292,24897088,119
293,25153757,118
294,25412184,122
295,25672375,124
296,25934336,116
297,26198073,129
298,26463592,119
299,26730899,132
300,27000000,129
301,27270901,119
302,27543608,125
303,27818127,137
304,28094464,126
305,28372625,135
306,28652616,142
307,28934443,144
308,29218112,138
309,29503629,138
310,29791000,154
311,30080231,142
312,30371328,153
313,30664297,147
314,30959144,144
315,31255875,155
316,31554496,179
317,31855013,150
318,32157432,163
319,32461759,178
320,32768000,153
321,33076161,170
322,33386248,167
323,33698267,171
324,34012224,167
325,34328125,167
326,34645976,161
327,34965783,166
328,35287552,180
329,35611289,153
330,35937000,163
331,36264691,164
332,36594368,180
333,36926037,192
334,37259704,183
335,37595375,190
336,37933056,190
337,38272753,184
338,38614472,180
339,38958219,204
340,39304000,194
341,39651821,195
342,40001688,170
343,40353607,228
344,40707584,179
345,41063625,197
346,41421736,178
347,41781923,214
