2,0,6.6613e-16,19.281,1,6.6613e-16
3,0,9.992e-15,524.06,1,9.992e-15
4,1.1102e-16,6.114e-13,15514,2,6.114e-13
5,1.1102e-16,6.1684e-13,4.7661e+05,3,6.1684e-13
6,2.2204e-16,5.2604e-10,1.4951e+07,3,5.2604e-10
7,0,2.5659e-08,4.7537e+08,3,2.5659e-08
8,2.2204e-16,4.1883e-07,1.5258e+10,4,4.1883e-07
9,2.2204e-16,1.9578e-05,4.9315e+11,4,1.9578e-05
