0,0
100,1.6667
200,6.6667
300,8.6667
400,20.667
500,43
600,71.667
700,114.67
800,175.67
900,271.67
1000,339.67
1100,463.67
1200,613.33
1300,754.67
1400,981.33
1500,1171.7
1600,1428.7
1700,1716
1800,2010
1900,2376
